"id","airport_type","name","country","city","iso_region","municipality","gps_code","iata_code","altitude","continent","local_code","coordinates"
209,small_airport,Kompiam Airport,PG,"",PG-EPW,"",AYAQ,KPM,"5100",OC,KOM,"143.924722222, -5.38166666667"
210,medium_airport,Buka Airport,PG,Buka Island,PG-NSB,"",AYBK,BUA,"11",OC,"","154.67300415039062, -5.4223198890686035"
211,small_airport,Biaru Airport,PG,Biaru,PG-MPL,"",AYBR,BRP,"4900",OC,BRU,"146.7594, -7.6693"
212,medium_airport,Chimbu Airport,PG,Kundiawa,PG-CPK,"",AYCH,CMU,"4974",OC,"","144.9709930419922, -6.024290084838867"
213,small_airport,Munduku Airport,PG,Munduku,PG-ESW,"",AYDK,MDM,"100",OC,MUN,"143.4516, -4.6204"
214,small_airport,Kondobol Airport,PG,Kondobol,PG-WPD,"",AYDL,KPF,"132",OC,KDB,"142.5049, -8.5336"
215,small_airport,Dinangat Airport,PG,Dinangat,PG-MPL,"",AYDN,DNU,"5309",OC,DIN,"146.6772, -6.1546"
216,small_airport,Doini Airport,PG,Castori Islets,PG-MBA,"",AYDO,DOI,"31",OC,DOI,"150.7218, -10.7009"
217,medium_airport,Daru Airport,PG,Daru,PG-WPD,"",AYDU,DAU,"20",OC,"","143.207992554, -9.08675956726"
218,small_airport,Embessa Airport,PG,Embessa,PG-NPP,"",AYEB,EMS,"131",OC,EMB,"148.7628, -9.447"
219,small_airport,Edwaki Airport,PG,Yellow River Mission,PG-SAN,"",AYED,XYR,"190",OC,EWK,"141.792234, -3.883986"
220,small_airport,Eliptamin Airport,PG,Eliptamin,PG-SAN,"",AYEL,EPT,"4825",OC,ELP,"141.6779, -5.0412"
221,small_airport,Engati Airstrip,PG,Engati,PG-MPL,"",AYEN,EGA,"3715",OC,EGT,"146.1053, -6.9179"
222,small_airport,Emo River Airstrip,PG,Emo Mission,PG-NPP,"",AYEO,EMO,"2240",OC,EMO,"148.0415, -9.1234"
223,small_airport,Erume Airport,PG,Erume,PG-CPM,"",AYER,ERU,"6690",OC,EME,"146.9747, -8.2538"
224,small_airport,Meselia Airport,PG,Demgulu,PG-WBK,"",AYES,MFZ,"180",OC,"","149.1183, -6.1364"
225,small_airport,Feramin Airport,PG,Feramin,PG-SAN,"",AYFE,FRQ,"4655",OC,FMN,"141.6988, -5.208"
226,small_airport,Frieda River Airport,PG,Frieda River,PG-ESW,"",AYFR,FAQ,"217",OC,FRR,"141.960138, -4.610468"
227,small_airport,Fuma Airport,PG,Fuma,PG-WPD,"",AYFU,FUM,"466",OC,FUMA,"142.4408, -6.3933"
228,medium_airport,Goroka Airport,PG,Goronka,PG-EHG,"",AYGA,GKA,"5282",OC,"","145.391998291, -6.081689834590001"
229,small_airport,Guari Airport,PG,Guari,PG-CPM,"",AYGF,GUG,"6450",OC,GAI,"146.8722, -8.1286"
230,small_airport,Garasa Airport,PG,Au,PG-MPL,"",AYGG,GRL,"2539",OC,GSA,"147.213461, -7.980713"
231,medium_airport,Gurney Airport,PG,Gurney,PG-MBA,"",AYGN,GUR,"88",OC,"","150.333999634, -10.3114995956"
232,small_airport,Gusap Airport,PG,Gusap,PG-GPK,"",AYGP,GAP,"1504",OC,GSP,"145.959047, -6.053196"
233,medium_airport,Girua Airport,PG,Popondetta,PG-NPP,"",AYGR,PNP,"311",OC,"","148.309005737, -8.80453968048"
234,small_airport,Gasuke Airport,PG,Gasuke,PG-WPD,"",AYGS,GBC,"157",OC,GSK,"141.7393, -6.1028"
235,small_airport,Habi Airport,PG,Habi,PG-WPD,"",AYHB,HBD,"993",OC,HABI,"142.4893, -6.32"
236,small_airport,Heiweni Airport,PG,Heiweni,PG-MPL,"",AYHE,HNI,"3480",OC,HWI,"146.4276, -7.4223"
237,small_airport,Honinabi Airport,PG,Honinabi,PG-WPD,"",AYHH,HNN,"452",OC,HBI,"142.1771, -16.2457"
238,medium_airport,Kimbe Airport,PG,Hoskins,PG-WBK,"",AYHK,HKN,"66",OC,"","150.40499877929688, -5.462170124053955"
239,small_airport,Haivaro Airport,PG,Haivaro,PG-GPK,"",AYHO,HIT,"180",OC,HWO,"143.059, -6.9406"
240,small_airport,Imane Airport,PG,Imane,PG-MPL,"",AYII,IMN,"3860",OC,IMN,"146.1072, -6.7524"
241,small_airport,Kungim Airport,PG,Kungim,PG-WPD,"",AYIM,KGM,"349",OC,KNM,"141.03, -5.671"
242,small_airport,Imonda Airport,PG,Imonda,PG-SAN,"",AYIO,IMD,"990",OC,IMO,"141.1573, -3.328"
243,small_airport,Ialibu Airport,PG,Ialibu,PG-SHM,"",AYIU,IAL,"6736",OC,IBU,"143.9944, -6.2782"
244,small_airport,Witu Airport,PG,Garove Island,PG-WBK,"",AYIX,WIU,"25",OC,WITU,"149.440112, -4.689522"
245,small_airport,Yongai Airport,PG,Yongai,PG-CPM,"",AYJO,KGH,"6500",OC,YON,"147.4603, -8.5289"
246,small_airport,Losuia Airport,PG,Losuia,PG-MBA,"",AYKA,LSA,"27",OC,"","151.08099365234375, -8.505820274353027"
247,small_airport,Kopiago Airport,PG,Kopiago,PG-HE,"",AYKG,KPA,"4445",OC,KGO,"142.4977, -5.3883"
248,small_airport,Kiunga Airport,PG,Kiunga,PG-WPD,"",AYKI,UNG,"88",OC,"","141.28199768066406, -6.1257100105285645"
249,small_airport,Kanainj Airport,PG,Kanainj,PG-MPM,"",AYKJ,KNE,"4064",OC,KNJ,"144.7072, -5.2903"
250,small_airport,Kikori Airport,PG,Kikori,PG-GPK,"",AYKK,KRI,"50",OC,"","144.2500762939453, -7.424379825592041"
251,medium_airport,Kerema Airport,PG,Kerema,PG-GPK,"",AYKM,KMA,"10",OC,"","145.770996094, -7.96361017227"
252,small_airport,Kar Kar Airport,PG,Kar Kar Island,PG-MPM,"",AYKR,KRX,"130",OC,KKR,"145.9404, -4.557"
253,small_airport,Aropa Airport,PG,Kieta,PG-NSB,"",AYIQ,KIE,"20",OC,KIA,"155.728139, -6.305417"
254,small_airport,Kuri Airport,PG,Kuri,PG-GPK,"",AYKU,KUQ,"35",OC,KURI,"143.276111, -7.135083"
255,medium_airport,Kavieng Airport,PG,Kavieng,PG-NIK,"",AYKV,KVG,"7",OC,"","150.807998657, -2.57940006256"
256,small_airport,Londolovit Airport,PG,Londolovit,PG-NIK,"",AYKY,LNV,"167",OC,"","152.628997803, -3.04361009598"
257,small_airport,Lab Lab Airport,PG,Lab Lab Mission,PG-MPL,"",AYLB,LAB,"160",OC,LAB,"148.0566, -5.7204"
258,small_airport,Lowai Airport,PG,Lowai,PG-MPL,"",AYLO,LWI,"2900",OC,LOW,"146.6458, -6.3344"
259,small_airport,Leron Plains Airport,PG,Leron Plains,PG-MPL,"",AYLP,LPN,"680",OC,LPS,"146.3434, -6.3917"
260,small_airport,Lese Airport,PG,Lese,PG-GPK,"",AYLS,LNG,"40",OC,LESE,"146.2765, -8.2799"
261,small_airport,Long Island Airport,PG,Long Island,PG-MPM,"",AYLX,LSJ,"116",OC,LIS,"147.0177, -5.3604"
262,seaplane_base,Yas Island Seaplane Base,AE,Abu Dhabi,AE-AZ,"","",AYM,"0",AS,"","54.6103, 24.467"
263,small_airport,Manari Airport,PG,Manari,PG-NPP,"",AYMA,MRM,"2630",OC,MRI,"147.6219, -9.1908"
264,small_airport,Morobe Airport,PG,Morobe,PG-MPL,"",AYMB,OBM,"8",OC,MBE,"147.59, -7.74"
265,medium_airport,Madang Airport,PG,Madang,PG-MPM,"",AYMD,MAG,"20",OC,"","145.789001465, -5.20707988739"
266,medium_airport,Mount Hagen Kagamuga Airport,PG,Mount Hagen,PG-WHM,"",AYMH,HGU,"5388",OC,"","144.29600524902344, -5.826789855957031"
267,small_airport,Mougulu Airport,PG,Mougulu,PG-WPD,"",AYML,GUV,"825",OC,MGU,"142.420775, -6.280859"
268,medium_airport,Mendi Airport,PG,Mendi,PG-SHM,"",AYMN,MDU,"5680",OC,"","143.656998, -6.14774"
269,medium_airport,Momote Airport,PG,Manus Island,PG-MRL,"",AYMO,MAS,"12",OC,"","147.423996, -2.06189"
270,small_airport,Moro Airport,PG,Moro,PG-SHM,"",AYMR,MXH,"2740",OC,"","143.238006592, -6.36332988739"
271,small_airport,Misima Island Airport,PG,Misima Island,PG-MBA,"",AYMS,MIS,"26",OC,"","152.837997437, -10.689200401299999"
272,small_airport,Marawaka Airport,PG,Marawaka,PG-EHG,"",AYMW,MWG,"6050",OC,MWK,"145.8849, -6.9736"
273,small_airport,Nankina Airport,PG,Gwarawon,PG-MPM,"",AYNA,NKN,"5800",OC,NKN,"146.4533, -5.837"
274,small_airport,Negarbo(Negabo) Airport,PG,Negarbo,PG-CPK,"",AYNE,GBF,"4500",OC,NBO,"144.703058, -6.567778"
275,small_airport,Manguna Airport,PG,Manguna,PG-EBR,"",AYNG,MFO,"187",OC,MGA,"151.792333, -5.577778"
276,small_airport,Kasonombe Airport,PG,Kasonombe,PG-MPL,"",AYNM,KSB,"5800",OC,KNB,"146.9859, -6.3819"
277,small_airport,Nomane Airport,PG,Namane,PG-CPK,"",AYNO,NMN,"6032",OC,NOM,"145.070667, -6.32183"
278,small_airport,Nambaiyufa Airport,PG,Nambaiyufa,PG-CPK,"",AYNY,NBA,"5550",OC,NBF,"145.2424, -6.2412"
279,medium_airport,Nadzab Airport,PG,Lae,PG-MPL,"",AYNZ,LAE,"239",OC,"","146.725977, -6.569803"
280,small_airport,Konge Airport,PG,Konge,PG-MPL,"",AYOE,KGB,"5900",OC,KGE,"147.2152, -6.2239"
281,small_airport,Oksapmin Airport,PG,Oksapmin,PG-SAN,"",AYOJ,OKP,"5140",OC,OKN,"142.2259, -5.2261"
282,small_airport,Komako Airport,PG,Komako,PG-GPK,"",AYOK,HOC,"3960",OC,KMA,"145.8827, -7.3984"
283,small_airport,Komaio Airport,PG,Komaio,PG-GPK,"",AYOQ,KCJ,"28",OC,KOI,"143.5952, -7.2714"
284,small_airport,Koroba Airport,PG,Koroba,PG-HE,"",AYOW,KDE,"5638",OC,"","142.7441, -5.6952"
285,small_airport,Open Bay Airport,PG,Maitanakunai,PG-WBK,"",AYOY,OPB,"33",OC,OBY,"151.696195, -4.794727"
286,small_airport,Pangoa Airport,PG,Pangoa,PG-WPD,"",AYPC,PGB,"60",OC,PGA,"141.5605, -7.0226"
287,small_airport,Pangia Airport,PG,Pangia,PG-SHM,"",AYPG,PGN,"5340",OC,PNA,"144.1084, -6.386"
288,small_airport,Mapoda Airport,PG,Mapoda,PG-WPD,"",AYPO,MPF,"45",OC,MPO,"143.1694, -7.979"
289,small_airport,Pumani Airport,PG,Pumani,PG-MBA,"",AYPQ,PMN,"427",OC,PMN,"149.4766, -9.7469"
290,large_airport,Port Moresby Jacksons International Airport,PG,Port Moresby,PG-NCD,"",AYPY,POM,"146",OC,"","147.22000122070312, -9.443380355834961"
291,small_airport,Sopu Airport,PG,Sopu,PG-CPM,"",AYQO,SPH,"6580",OC,SOPU,"147.1659, -8.3038"
292,small_airport,Sialum Airport,PG,Sialum,PG-MPL,"",AYQS,SXA,"170",OC,SLU,"147.5955, -6.0908"
293,small_airport,Rumginae Airport,PG,"",PG-WPD,"",AYRG,RMN,"160",OC,RMG,"141.271666667, -5.89722222222"
294,small_airport,Karimui Airport,PG,Karimui,PG-CPK,"",AYRI,KMR,"3640",OC,KRI,"144.823, -6.4921"
295,small_airport,Maramuni Airport,PG,Maramuni,PG-EPW,"",AYRM,MWI,"5160",OC,MAR,"143.4829, -5.13"
296,small_airport,May River Airstrip,PG,May River,PG-ESW,"",AYRV,MRH,"107",OC,MRV,"141.785, -4.3615"
297,small_airport,Suabi Airport,PG,"",PG-WPD,"",AYSA,SBE,"465",OC,SUA,"142.278333333, -6.10444444444"
298,small_airport,Simberi Airport,PG,Simberi Island,PG-NIK,"",AYSE,NIS,"10",OC,SBI,"151.997777778, -2.66222222222"
299,small_airport,Sila Airport,PG,Sila Mission,PG-NPP,"",AYSG,SIL,"2230",OC,SILA,"148.38925, -9.07355555556"
300,small_airport,Sabah Airport,PG,Sabah,PG-NSB,"",AYSH,SBV,"10",OC,SAB,"155.0489, -5.5765"
301,small_airport,Simbai Airport,PG,Simbai,PG-MPM,"",AYSJ,SIM,"5804",OC,SAI,"144.544722222, -5.278611111110001"
302,small_airport,Selbang Airport,PG,Selbang,PG-WPD,"",AYSO,SBC,"5130",OC,SEL,"141.752, -5.315"
303,small_airport,Sepik Plains Airport,PG,Sepik Plains,PG-ESW,"",AYSQ,SPV,"230",OC,SPP,"143.6734, -3.8821"
304,small_airport,Sauren Airport,PG,Sauren,PG-WBK,"",AYSV,SXW,"46",OC,SAU,"148.8543, -5.9701"
305,small_airport,Masa Airport,PG,Masa,PG-MPL,"",AYSX,MBV,"5900",OC,MASA,"147.591, -6.345"
306,small_airport,Tari Airport,PG,Tari,PG-HE,"",AYTA,TIZ,"5500",OC,"","142.947998047, -5.84499979019"
307,small_airport,Tabubil Airport,PG,Tabubil,PG-WPD,"",AYTB,TBG,"1570",OC,"","141.225998, -5.27861"
308,small_airport,Tapini Airport,PG,Tapini,PG-CPM,"",AYTI,TPI,"3100",OC,TAP,"146.989166667, -8.35666666667"
309,medium_airport,Tokua Airport,PG,Tokua,PG-EBR,"",AYTK,RAB,"32",OC,"","152.380004883, -4.34045982361"
310,small_airport,Tekin Airport,PG,Tekin,PG-SAN,"",AYTN,TKW,"5785",OC,TEK,"142.165194444, -5.24366666667"
311,small_airport,Tep Tep Airport,PG,Teptep,PG-MPM,"",AYTP,TEP,"7011",OC,TEP,"146.5595, -5.9553"
312,small_airport,Tsewi Airport,PG,Tsewi,PG-MPL,"",AYTS,TSW,"4185",OC,TSE,"146.1272, -7.0695"
313,small_airport,Tarakbits Airport,PG,Tarakbits,PG-WPD,"",AYTT,TRJ,"281",OC,TRT,"141.0421, -5.614"
314,small_airport,Tawa Airport,PG,Tawa,PG-MPL,"",AYTW,TWY,"5020",OC,TAWA,"146.1067, -7.4463"
315,small_airport,Tekadu Airport,PG,Tekadu,PG-MPL,"",AYTZ,TKB,"1310",OC,TKD,"146.5503, -7.6808"
316,small_airport,Aiyura Airport,PG,Aiyura Valley,PG-EHG,"",AYAY,AYU,"5355",OC,AYU,"145.904166667, -6.33805555556"
317,small_airport,Umba Airport,PG,Umba,PG-MPL,"",AYUC,UMC,"5950",OC,UMBA,"145.966, -7.0214"
318,small_airport,Uroubi Airport,PG,Uroubi,PG-NPP,"",AYUE,URU,"481",OC,URO,"148.5591, -9.5162"
319,small_airport,Upiara Airport,PG,Upiara,PG-WPD,"",AYUR,UPR,"52",OC,UPA,"142.6503, -8.5411"
320,small_airport,Uvol Airport,PG,Uvol,PG-EBR,"",AYUZ,UVO,"15",OC,UVOL,"150.9557, -6.0178"
321,small_airport,Talasea Airport,PG,Talasea,PG-WBK,"",AYVL,TLW,"44",OC,TLS,"150.0089, -5.2726"
322,small_airport,Torembi Airport,PG,Torembi,PG-ESW,"",AYVM,TCJ,"90",OC,TBI,"143.1329, -4.0165"
323,medium_airport,Vanimo Airport,PG,Vanimo,PG-SAN,"",AYVN,VAI,"10",OC,"","141.3028, -2.6926"
324,small_airport,Tonu Airport,PG,Tonu,PG-NSB,"",AYVO,TON,"300",OC,TONU,"155.4326, -6.6552"
325,small_airport,Wabo Airport,PG,Wabo,PG-GPK,"",AYWB,WAO,"132",OC,WABO,"145.075111111, -6.98944444444"
326,medium_airport,Wapenamanda Airport,PG,"",PG-EPW,"",AYWD,WBM,"5889",OC,"","143.89500427246094, -5.6433000564575195"
327,small_airport,Wawoi Falls Airport,PG,Wavoi Falls,PG-WPD,"",AYWF,WAJ,"370",OC,WWF,"142.6557, -6.9523"
328,medium_airport,Wewak International Airport,PG,Wewak,PG-ESW,"",AYWK,WWK,"19",OC,"","143.669006348, -3.58383011818"
329,small_airport,Wonenara Airport,PG,Wonenara,PG-EHG,"",AYWO,WOA,"5028",OC,WOA,"145.891944444, -6.796861111110001"
330,small_airport,Wakunai Airport,PG,Wakunai,PG-EBR,"",AYWQ,WKN,"20",OC,WAI,"155.2223, -5.8603"
331,small_airport,Wasu Airport,PG,Wasu,PG-MPL,"",AYWS,WSU,"34",OC,WASU,"147.19822526, -5.96170944919"
332,small_airport,Woitape Airport,PG,Fatima Mission,PG-CPM,"",AYWT,WTP,"5200",OC,WTP,"147.2525, -8.54583333333"
333,small_airport,Wau Airport,PG,Wau,PG-SAN,"",AYWU,WUG,"3600",OC,WAU,"146.718611111, -7.345555555560001"
334,small_airport,Yeva Airport,PG,Yeva,PG-MPL,"",AYXE,YVD,"4510",OC,YEVA,"146.188, -7.548"
335,small_airport,Sim Airport,PG,Sim,PG-MPL,"",AYXI,SMJ,"5460",OC,SIM,"146.9273, -7.75"
336,small_airport,Weam Airport,PG,Weam,PG-WPD,"",AYXW,WEP,"50",OC,WEAM,"141.1381, -8.6184"
337,seaplane_base,Arugam Bay SPB,LK,Pottuvil,LK-5,"","",AYY,"",AS,"","81.82388888890002, 6.86"
338,small_airport,Yalumet Airport,PG,Yalumet,PG-MPL,"",AYYE,KYX,"2600",OC,YLT,"147.0117, -6.09"
339,small_airport,Yasuru Airport,PG,Yasuru,PG-MPL,"",AYYR,KSX,"1520",OC,YAS,"146.1813, -6.6015"
340,closed,Zahn's Airport,US,Amityville,US-NY,"","",AYZ,"",NA,"","-73.4, 40.71"
341,small_airport,Wasum Airport,PG,Wasum,PG-WBK,"",AYZM,WUM,"175",OC,WSM,"149.337, -6.0491"
342,medium_airport,Zabrat Airport,AZ,Baku,AZ-BA,"",UBTT,ZXT,"36",AS,"","49.9768066406, 40.4955422161"
343,heliport,Lava Falls Heliport,US,Supai Village,US-AZ,"",AZ15,HAE,"1720",NA,AZ15,"-113.092002869, 36.191600799599996"
344,small_airport,Amazon Bay Airport,PG,"",PG-CPM,"","",AZB,"12",OC,AZB,"149.338333333, -10.2991666667"
345,small_airport,Bali Airport,PG,Unea Island,PG-WBK,"","",BAJ,"90",OC,BALI,"149.133333333, -4.8833333333299995"
346,closed,Baibara Airport,PG,Nabai,PG-CPM,"","",BAP,"15",OC,"","149.6414, -10.3432"
347,small_airport,Branson Airport,US,Branson,US-MO,"",KBBG,BKG,"1302",NA,BBG,"-93.200544, 36.532082"
348,closed,Baca Grande Airfield,US,Crestone,US-CO,"","",BCJ,"7620",NA,"","-105.776666667, 37.964777777799995"
349,small_airport,Bambu Airport,PG,Bambu,PG-MPM,"",AYBC,BCP,"6790",OC,BAM,"146.4925, -5.863611111110001"
350,medium_airport,Benguera Island Airport,MZ,Benguera Island,MZ-I,"","",BCW,"",AF,"","35.43830108642578, -21.853300094604492"
351,small_airport,Milyakburra Airport,AU,Bickerton Island,AU-NT,"","",BCZ,"85",OC,YBIC,"136.201666667, -13.780833333299999"
352,small_airport,Willmar Municipal -John L Rice Field,US,Willmar,US-MN,"",KBDH,ILL,"1126",NA,BDH,"-95.13040161, 45.11769867"
353,small_airport,Baindoung Airport,PG,"",PG-MPL,"",AYBG,BDZ,"4400",OC,BDO,"146.942222222, -6.34722222222"
354,closed,Bereina Airport,PG,Bereina Mission,PG-CPM,"","",BEA,"58",OC,"","146.5083, -8.64"
355,closed,Berlin Brandenburg Airport (U.C.),DE,Berlin,DE-BR,"",EDDB,BER,"157",EU,"","13.493888888899999, 52.351388888900004"
356,small_airport,Malevo Airport,BG,Haskovo,BG-26,"","",HKV,"600",EU,"","25.6047992706, 41.871799469"
357,medium_airport,Bezmer Air Base,BG,Yambol,BG-28,"",LBIA,JAM,"509",EU,"","26.3521995544, 42.4548988342"
358,medium_airport,Aasiaat Airport,GL,Aasiaat,GL-U-A,"",BGAA,JEG,"74",NA,"","-52.7846984863, 68.7218017578"
359,heliport,Alluitsup Paa Heliport,GL,Alluitsup Paa,GL-U-A,"",BGAP,LLU,"54",NA,"","-45.56917, 60.46445"
360,heliport,Attu Heliport,GL,Attu,GL-U-A,"",BGAT,QGQ,"32",NA,"","-53.6218696833, 67.9406628551"
361,medium_airport,Narsarsuaq Airport,GL,Narsarsuaq,GL-U-A,"",BGBW,UAK,"112",NA,"","-45.4259986877, 61.1604995728"
362,heliport,Qasigiannguit Heliport,GL,Qasigiannguit,GL-U-A,"",BGCH,JCH,"70",NA,"","-51.1734473705, 68.822815547"
363,small_airport,Neerlerit Inaat Airport,GL,Neerlerit Inaat,GL-U-A,"",BGCO,CNP,"45",NA,"","-22.6504993439, 70.7431030273"
364,closed,Dundas Airport,GL,Pituffik,GL-U-A,"",BGDU,DUN,"200",NA,"","-68.8, 76.525"
365,heliport,Eqalugaarsuit Heliport,GL,Eqalugaarsuit,GL-U-A,"",BGET,QFG,"9",NA,"","-45.9140619636, 60.6197196536"
366,medium_airport,Godthaab / Nuuk Airport,GL,Nuuk,GL-U-A,"",BGGH,GOH,"283",NA,"","-51.6781005859, 64.19090271"
367,heliport,Qeqertarsuaq Heliport,GL,Qeqertarsuaq Airport,GL-U-A,"",BGGN,JGO,"9",NA,"","-53.5148763657, 69.251181993"
368,heliport,Iginniarfik,GL,Iginniarfik,GL-U-A,"",BGIG,QFI,"50",NA,"","-53.1735277176, 68.1472255861"
369,heliport,Ikerassaarsuk Heliport,GL,Ikerassaarsuk,GL-U-A,"",BGIK,QRY,"165",NA,"","-53.4414589405, 68.14088100629999"
370,heliport,Ilimanaq Heliport,GL,Ilimanaq,GL-U-A,"",BGIL,XIQ,"52",NA,"","-51.1143153906, 69.0809150007"
371,heliport,Ikamiut Heliport,GL,Ikamiut,GL-U-A,"",BGIT,QJI,"49",NA,"","-51.8322622776, 68.6342530984"
372,heliport,Qaqortoq Heliport,GL,Qaqortoq,GL-U-A,"",BGJH,JJU,"53",NA,"","-46.0299186409, 60.715684155299996"
373,small_airport,Ilulissat Airport,GL,Ilulissat,GL-U-A,"",BGJN,JAV,"95",NA,"","-51.0570983887, 69.2432022095"
374,heliport,Kangaatsiaq Heliport,GL,Kangaatsiaq,GL-U-A,"",BGKA,QPW,"17",NA,"","-53.4602075815, 68.3126574861"
375,small_airport,Kulusuk Airport,GL,Kulusuk,GL-U-A,"",BGKK,KUS,"117",NA,"","-37.1236000061, 65.573600769"
376,heliport,Kitsissuarsuit Heliport,GL,Kitsissuarsuit,GL-U-A,"",BGKT,QJE,"18",NA,"","-53.123295307199996, 68.85792599759999"
377,small_airport,Maniitsoq Airport,GL,Maniitsoq,GL-U-A,"",BGMQ,JSU,"91",NA,"","-52.9393997192, 65.4124984741"
378,heliport,Nanortalik Heliport,GL,Nanortalik,GL-U-A,"",BGNN,JNN,"17",NA,"","-45.232976675, 60.141883975899994"
379,heliport,Narsaq Heliport,GL,Narsaq,GL-U-A,"",BGNS,JNS,"83",NA,"","-46.059923172, 60.9172827256"
380,small_airport,Bongo Airport,GA,Bongo,GA-8,"","",BGP,"120",AF,"","10.2088, -2.1713"
381,small_airport,Paamiut Airport,GL,Paamiut,GL-U-A,"",BGPT,JFR,"120",NA,"","-49.6709365845, 62.0147361755"
382,heliport,Qeqertaq Heliport,GL,Qeqertaq,GL-U-A,"",BGQE,QQT,"69",NA,"","-51.3009166718, 69.9958611087"
383,small_airport,Qaanaaq Airport,GL,Qaanaaq,GL-U-A,"",BGQQ,NAQ,"51",NA,"","-69.3887023926, 77.4886016846"
384,heliport,Ittoqqortoormiit Heliport,GL,Ittoqqortoormiit,GL-U-A,"",BGSC,OBY,"238",NA,"","-21.971679925900002, 70.4882288244"
385,medium_airport,Kangerlussuaq Airport,GL,Kangerlussuaq,GL-U-A,"",BGSF,SFJ,"165",NA,"","-50.7116031647, 67.0122218992"
386,heliport,Saarloq Heliport,GL,"",GL-U-A,"",BGSO,QOQ,"",NA,"","-46.024722, 60.537778"
387,small_airport,Sisimiut Airport,GL,Sisimiut,GL-U-A,"",BGSS,JHS,"33",NA,"","-53.7293014526, 66.9513015747"
388,medium_airport,Thule Air Base,GL,Thule,GL-U-A,"",BGTL,THU,"251",NA,"","-68.7032012939, 76.5311965942"
389,small_airport,Upernavik Airport,GL,Upernavik,GL-U-A,"",BGUK,JUV,"414",NA,"","-56.1305999756, 72.7901992798"
390,heliport,Uummannaq Heliport,GL,Uummannaq,GL-U-A,"",BGUM,UMD,"50",NA,"","-52.111630439799995, 70.6804279261"
391,small_airport,Qaarsut Airport,GL,Uummannaq,GL-U-A,"",BGUQ,JQA,"289",NA,"","-52.6962013245, 70.7341995239"
392,small_airport,BahÃ­a de los Ãngeles Airport,MX,BahÃ­a de los Ãngeles,MX-BCN,"","",BHL,"34",NA,BAX,"-113.560997, 28.9786"
393,small_airport,Brighton Downs Airport,AU,"",AU-QLD,"","",BHT,"390",OC,"","141.562777778, -23.3638888889"
394,medium_airport,Akureyri Airport,IS,Akureyri,IS-6,"",BIAR,AEY,"6",EU,"","-18.07270050048828, 65.66000366210938"
395,small_airport,Bildudalur Airport,IS,Bildudalur,IS-4,"",BIBD,BIU,"18",EU,"","-23.546199798583984, 65.64129638671875"
396,small_airport,BorgarfjÃ¶rÃ°ur eystri Airport,IS,BorgarfjÃ¶rÃ°ur eystri,IS-7,"",BIBF,BGJ,"80",EU,"","-13.805000305175781, 65.51640319824219"
397,small_airport,BakkafjÃ¶rÃ°ur Airport,IS,BakkafjÃ¶rÃ°ur,IS-6,"",BIBK,BJD,"14",EU,"","-14.824399948120117, 66.02189636230469"
398,small_airport,Hjaltabakki Airport,IS,BlÃ¶nduÃ³s,IS-5,"",BIBL,BLO,"131",EU,"","-20.287500381469727, 65.6449966430664"
399,small_airport,BÃºÃ°ardalur Airport,IS,BÃºÃ°ardalur,IS-3,"",BIBR,BQD,"131",EU,"","-21.80030059814453, 65.07530212402344"
400,small_airport,BreiÃ°dalsvÃ­k Airport,IS,BreiÃ°dalsvÃ­k,IS-7,"",BIBV,BXV,"8",EU,"","-14.02280044555664, 64.79000091552734"
401,small_airport,DjÃºpivogur Airport,IS,DjÃºpivogur,IS-7,"",BIDV,DJU,"9",EU,"","-14.28279972076416, 64.64420318603516"
402,medium_airport,EgilsstaÃ°ir Airport,IS,EgilsstaÃ°ir,IS-7,"",BIEG,EGS,"76",EU,"","-14.401399612426758, 65.2833023071289"
403,small_airport,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur Airport,IS,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur,IS-7,"",BIFF,FAS,"15",EU,"","-14.0606002808, 64.9317016602"
404,small_airport,FagurhÃ³lsmÃ½ri Airport,IS,FagurhÃ³lsmÃ½ri,IS-7,"",BIFM,FAG,"56",EU,"","-16.64109992980957, 63.874698638916016"
405,small_airport,GrundarfjÃ¶rÃ°ur Airport,IS,GrundarfjÃ¶rÃ°ur,IS-3,"",BIGF,GUU,"17",EU,"","-23.224700927734375, 64.99140167236328"
406,small_airport,GjÃ¶gur Airport,IS,GjÃ¶gur,IS-4,"",BIGJ,GJR,"83",EU,"","-21.326900482177734, 65.99530029296875"
407,small_airport,GrÃ­msey Airport,IS,GrÃ­msey,IS-6,"",BIGR,GRY,"66",EU,"","-18.0173, 66.5458"
408,small_airport,HÃ³lmavÃ­k Airport,IS,HÃ³lmavÃ­k,IS-4,"",BIHK,HVK,"90",EU,"","-21.696399688720703, 65.70469665527344"
409,medium_airport,HornafjÃ¶rÃ°ur Airport,IS,HÃ¶fn,IS-8,"",BIHN,HFN,"24",EU,"","-15.2272, 64.295601"
410,small_airport,Holt Airport,IS,Flateyri,IS-4,"",BIHT,FLI,"10",EU,"","-23.4416913986, 66.0141804294"
411,medium_airport,HÃºsavÃ­k Airport,IS,HÃºsavÃ­k,IS-6,"",BIHU,HZK,"48",EU,"","-17.426001, 65.952301"
412,small_airport,KrÃ³kstaÃ°armelar Airport,IS,Hvammstangi,IS-5,"",BIHV,HVM,"164",EU,"","-20.846900939941406, 65.26640319824219"
